id,deviceid,valid,latitude,longitude,devicetime,speed,attributes
1225766,18,1,19.4363315,-98.116781,2019-04-03 17:23:52,0.0,"{""distance"":0.0,""totalDistance"":454649.31,""motion"":false}"
1225769,18,1,19.479055,-98.12562716666666,2019-04-04 05:06:44,0.0,"{""distance"":4845.75,""totalDistance"":459495.06,""motion"":false}"
1225967,18,1,19.479055,-98.12562716666666,2019-04-04 05:07:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1226161,18,1,19.479055,-98.12562716666666,2019-04-04 05:08:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1226371,18,1,19.479055,-98.12562716666666,2019-04-04 05:09:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1226581,18,1,19.479055,-98.12562716666666,2019-04-04 05:10:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1226787,18,1,19.479055,-98.12562716666666,2019-04-04 05:11:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1226998,18,1,19.479055,-98.12562716666666,2019-04-04 05:12:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1227203,18,1,19.479055,-98.12562716666666,2019-04-04 05:13:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1227413,18,1,19.479055,-98.12562716666666,2019-04-04 05:14:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1227624,18,1,19.479055,-98.12562716666666,2019-04-04 05:15:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1227817,18,1,19.479055,-98.12562716666666,2019-04-04 05:16:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1228014,18,1,19.479055,-98.12562716666666,2019-04-04 05:17:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1228217,18,1,19.479055,-98.12562716666666,2019-04-04 05:18:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1228416,18,1,19.479055,-98.12562716666666,2019-04-04 05:19:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1228613,18,1,19.479055,-98.12562716666666,2019-04-04 05:20:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1228813,18,1,19.479055,-98.12562716666666,2019-04-04 05:21:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1229004,18,1,19.479055,-98.12562716666666,2019-04-04 05:22:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1229202,18,1,19.479055,-98.12562716666666,2019-04-04 05:23:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1229400,18,1,19.479055,-98.12562716666666,2019-04-04 05:24:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1229594,18,1,19.479055,-98.12562716666666,2019-04-04 05:25:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1229794,18,1,19.479055,-98.12562716666666,2019-04-04 05:26:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1229990,18,1,19.479055,-98.12562716666666,2019-04-04 05:27:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1230187,18,1,19.479055,-98.12562716666666,2019-04-04 05:28:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
1230384,18,1,19.479055,-98.12562716666666,2019-04-04 05:29:44,0.0,"{""distance"":0.0,""totalDistance"":459495.06,""motion"":false}"
