id,deviceid,valid,latitude,longitude,devicetime,speed,attributes
1225770,17,1,19.475372,-98.1212965,2019-04-03 18:25:42,5.71,"{""temp1"":256,""distance"":355.57,""totalDistance"":2702643.9,""motion"":true}"
1226268,17,1,19.44541133333333,-98.0985985,2019-04-03 19:11:50,24.975,"{""temp1"":231,""distance"":889.72,""totalDistance"":2706747.83,""motion"":true}"
1227966,17,1,19.41159383333333,-98.13279133333332,2019-04-03 21:43:43,0.0,"{""distance"":5518.16,""totalDistance"":2711376.27,""motion"":false}"
1227979,17,1,19.41159383333333,-98.13279133333332,2019-04-03 21:44:43,0.0,"{""distance"":5518.16,""totalDistance"":2711376.27,""motion"":false}"
1239808,17,1,19.446450833333333,-98.09755833333334,2019-04-04 07:06:58,17.073,"{""temp1"":356,""distance"":97.15,""totalDistance"":2710384.48,""motion"":true}"
1281128,17,1,19.56060133333333,-98.13019666666666,2019-04-04 18:17:13,5.497000000000001,"{""temp1"":81,""distance"":11.84,""totalDistance"":2724753.0,""motion"":true}"
1281801,17,1,19.465212333333334,-98.11298516666666,2019-04-04 18:28:26,5.359,"{""temp1"":249,""distance"":275.2,""totalDistance"":2735722.5,""motion"":true}"
1290999,17,1,19.4789995,-98.12538016666667,2019-04-04 21:03:02,0.8190000000000001,"{""temp1"":111,""distance"":5.93,""totalDistance"":2738165.08,""motion"":true}"
1292460,17,1,19.44644583333333,-98.09754216666668,2019-04-04 21:26:57,12.364,"{""temp1"":355,""distance"":417.87,""totalDistance"":2747219.63,""motion"":true}"
1360088,17,1,19.560634166666667,-98.1301735,2019-04-05 16:16:43,6.087000000000001,"{""temp1"":90,""distance"":10.39,""totalDistance"":2763743.5,""motion"":true}"
1361309,17,1,19.4463015,-98.0976145,2019-04-05 16:37:19,19.182000000000002,"{""temp1"":196,""distance"":370.27,""totalDistance"":2777273.41,""motion"":true}"
1363335,17,1,19.420576500000003,-98.119725,2019-04-05 17:12:47,0.012,"{""temp1"":0,""distance"":3.06,""totalDistance"":2784041.63,""motion"":true}"
1363922,17,1,19.446423666666668,-98.09755216666667,2019-04-05 17:22:58,19.226,"{""temp1"":356,""distance"":68.72,""totalDistance"":2787946.06,""motion"":true}"
1365333,17,1,19.478932666666665,-98.12547183333334,2019-04-05 17:44:21,0.0,"{""distance"":9.35,""totalDistance"":2792810.16,""motion"":false}"
1365339,17,1,19.478932666666665,-98.12547183333334,2019-04-05 17:45:21,0.0,"{""distance"":9.35,""totalDistance"":2792810.16,""motion"":false}"
1367942,17,1,19.4326775,-98.1006465,2019-04-05 18:28:56,5.566,"{""temp1"":36,""distance"":170.26,""totalDistance"":2800760.38,""motion"":true}"
1369133,17,1,19.414597333333333,-98.14243366666666,2019-04-05 18:48:11,6.124,"{""temp1"":175,""distance"":63.68,""totalDistance"":2808349.24,""motion"":true}"
1378016,17,1,19.446476500000003,-98.09758083333334,2019-04-05 21:16:19,18.837,"{""temp1"":351,""distance"":530.45,""totalDistance"":2816949.18,""motion"":true}"
1380908,17,1,19.614789166666668,-98.12835866666668,2019-04-05 22:04:49,4.702,"{""temp1"":260,""distance"":115.86,""totalDistance"":2841599.15,""motion"":true}"
1415629,17,1,19.45238983333333,-98.10250883333332,2019-04-06 07:52:43,8.642999999999999,"{""temp1"":40,""distance"":7.98,""totalDistance"":2861424.91,""motion"":true}"
1416432,17,1,19.560918666666666,-98.12892333333332,2019-04-06 08:05:32,16.041,"{""temp1"":274,""distance"":15.83,""totalDistance"":2874176.24,""motion"":true}"
1429538,17,1,19.478976166666666,-98.12535016666666,2019-04-06 11:44:50,0.026000000000000002,"{""temp1"":0,""distance"":5.62,""totalDistance"":2886015.35,""motion"":true}"
1439720,17,1,19.610383166666665,-98.11828183333333,2019-04-06 14:31:53,6.122999999999999,"{""temp1"":67,""distance"":6.36,""totalDistance"":2902935.69,""motion"":true}"
1446794,17,1,19.570414833333334,-98.13354666666666,2019-04-06 16:34:52,53.021,"{""temp1"":175,""distance"":1790.09,""totalDistance"":2908045.52,""motion"":true}"
1448562,17,1,19.448754333333333,-98.0994025,2019-04-06 17:03:52,6.814,"{""temp1"":132,""distance"":561.44,""totalDistance"":2922757.07,""motion"":true}"
1450197,17,1,19.431521166666666,-98.1122965,2019-04-06 17:30:25,3.263,"{""temp1"":298,""distance"":6.13,""totalDistance"":2926599.94,""motion"":true}"
1456921,17,1,19.446462166666667,-98.0975525,2019-04-06 19:18:46,10.427999999999999,"{""temp1"":358,""distance"":351.07,""totalDistance"":2930288.1,""motion"":true}"
