id,deviceid,valid,latitude,longitude,devicetime,speed,attributes
1225792,20,1,19.446022,-98.09796433333334,2019-04-03 18:09:43,0.0,"{""distance"":5.55,""totalDistance"":2046757.96,""motion"":false}"
1225809,20,1,19.446022,-98.09796433333334,2019-04-03 18:10:43,0.0,"{""distance"":1520.87,""totalDistance"":2049799.7,""motion"":false}"
1228224,20,1,19.4790135,-98.125478,2019-04-03 21:48:36,0.0,"{""distance"":5754.06,""totalDistance"":2054032.89,""motion"":false}"
1228243,20,1,19.4790135,-98.125478,2019-04-03 21:49:36,0.0,"{""distance"":5754.06,""totalDistance"":2054032.89,""motion"":false}"
1334621,20,1,19.434868166666668,-98.09888883333332,2019-04-05 09:27:36,8.695,"{""temp1"":357,""distance"":111.43,""totalDistance"":2048740.3,""motion"":true}"
1334951,20,1,19.45326083333333,-98.10180749999999,2019-04-05 09:32:47,3.188,"{""temp1"":269,""distance"":7.79,""totalDistance"":2051434.33,""motion"":true}"
1335779,20,1,19.432981166666668,-98.10084083333334,2019-04-05 09:46:06,3.219,"{""temp1"":337,""distance"":21.78,""totalDistance"":2054540.92,""motion"":true}"
1340266,20,1,19.41977183333333,-98.1460625,2019-04-05 10:58:06,8.059,"{""temp1"":354,""distance"":105.07,""totalDistance"":2061343.0,""motion"":true}"
1341169,20,1,19.464801,-98.11282616666666,2019-04-05 11:12:57,8.1,"{""temp1"":90,""distance"":6.91,""totalDistance"":2067759.52,""motion"":true}"
1344480,20,1,19.560883833333328,-98.12879383333332,2019-04-05 12:06:12,12.581,"{""temp1"":301,""distance"":25.63,""totalDistance"":2080354.12,""motion"":true}"
1373226,20,1,19.4789525,-98.12555333333331,2019-04-05 19:56:55,0.068,"{""temp1"":0,""distance"":1.74,""totalDistance"":2091161.95,""motion"":true}"
1437059,20,1,19.4348415,-98.09888733333334,2019-04-06 13:50:07,7.912000000000001,"{""temp1"":6,""distance"":90.22,""totalDistance"":2110761.5,""motion"":true}"
1452216,20,1,19.478916666666667,-98.125589,2019-04-06 18:01:40,0.0,"{""distance"":6.14,""totalDistance"":2117437.47,""motion"":false}"
1452217,20,1,19.478916666666667,-98.125589,2019-04-06 18:02:40,0.0,"{""distance"":6.14,""totalDistance"":2117437.47,""motion"":false}"
1459724,20,1,19.446301000000002,-98.09760433333334,2019-04-06 20:05:38,12.224,"{""temp1"":189,""distance"":576.77,""totalDistance"":2122340.17,""motion"":true}"
