id,deviceid,valid,latitude,longitude,devicetime,speed,attributes
1343409,15,1,19.5607245,-98.13025116666668,2019-04-05 11:49:01,0.0,"{""temp1"":0,""distance"":0.0,""totalDistance"":41148.98,""motion"":false}"
1343472,15,1,19.5607245,-98.13025116666668,2019-04-05 11:50:01,0.0,"{""temp1"":0,""distance"":0.0,""totalDistance"":41148.98,""motion"":false}"
1932347,15,1,19.470952,-98.11220933333334,2019-04-12 09:04:09,44.946000000000005,"{""temp1"":173,""distance"":1319.93,""totalDistance"":51868.63,""motion"":true}"
1935963,15,1,19.4156835,-98.1495595,2019-04-12 10:07:21,8.574,"{""temp1"":171,""distance"":65.81,""totalDistance"":59674.26,""motion"":true}"
1937566,15,1,19.467374,-98.1116655,2019-04-12 10:35:35,36.99,"{""temp1"":357,""distance"":293.53,""totalDistance"":68100.57,""motion"":true}"
2201665,15,1,19.560769166666667,-98.13050133333331,2019-04-15 16:33:43,0.0,"{""distance"":32.05,""totalDistance"":79835.42,""motion"":false}"
2201671,15,1,19.560769166666667,-98.13050133333331,2019-04-15 16:34:43,0.0,"{""distance"":11.27,""totalDistance"":79857.96,""motion"":false}"
2450785,15,1,19.446463666666666,-98.09758416666666,2019-04-18 15:18:35,14.35,"{""temp1"":356,""distance"":337.62,""totalDistance"":95290.98,""motion"":true}"
2644106,15,1,19.4788035,-98.12584883333334,2019-04-21 00:47:05,0.0,"{""distance"":11.98,""totalDistance"":100316.8,""motion"":false}"
2644162,15,1,19.4788035,-98.12584883333334,2019-04-21 00:48:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644221,15,1,19.4788035,-98.12584883333334,2019-04-21 00:49:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644278,15,1,19.4788035,-98.12584883333334,2019-04-21 00:50:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644335,15,1,19.4788035,-98.12584883333334,2019-04-21 00:51:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644390,15,1,19.4788035,-98.12584883333334,2019-04-21 00:52:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644448,15,1,19.4788035,-98.12584883333334,2019-04-21 00:53:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644502,15,1,19.4788035,-98.12584883333334,2019-04-21 00:54:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644558,15,1,19.4788035,-98.12584883333334,2019-04-21 00:55:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644614,15,1,19.4788035,-98.12584883333334,2019-04-21 00:56:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644672,15,1,19.4788035,-98.12584883333334,2019-04-21 00:57:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644757,15,1,19.4788035,-98.12584883333334,2019-04-21 00:58:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644849,15,1,19.4788035,-98.12584883333334,2019-04-21 00:59:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644918,15,1,19.4788035,-98.12584883333334,2019-04-21 01:00:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2644984,15,1,19.4788035,-98.12584883333334,2019-04-21 01:01:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645052,15,1,19.4788035,-98.12584883333334,2019-04-21 01:02:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645121,15,1,19.4788035,-98.12584883333334,2019-04-21 01:03:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645179,15,1,19.4788035,-98.12584883333334,2019-04-21 01:04:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645242,15,1,19.4788035,-98.12584883333334,2019-04-21 01:05:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645325,15,1,19.4788035,-98.12584883333334,2019-04-21 01:06:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645397,15,1,19.4788035,-98.12584883333334,2019-04-21 01:07:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645455,15,1,19.4788035,-98.12584883333334,2019-04-21 01:08:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645510,15,1,19.4788035,-98.12584883333334,2019-04-21 01:09:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
2645566,15,1,19.4788035,-98.12584883333334,2019-04-21 01:10:05,0.0,"{""distance"":0.0,""totalDistance"":100316.8,""motion"":false}"
